Latitude,Longitude,Climate,Soil Type,Humidity,Slope,Landslide Occurrence
50.10041666666892,14.34958333328916,tropical,rocky,47.96533852153043,5.0,False
50.10041666666892,14.350416666622493,tropical,rocky,55.977917349586505,14.0089257261219,False
50.10041666666892,14.351249999955828,tropical,rocky,68.36900630330045,19.235384061671343,False
50.10041666666892,14.35208333328916,tropical,rocky,54.388384347070335,14.317821063276353,False
50.10041666666892,14.352916666622493,tropical,rocky,32.88273918598408,4.924428900898052,False
50.10041666666892,14.353749999955827,tropical,rocky,27.02652118699643,3.0,False
50.10041666666892,14.35458333328916,tropical,rocky,41.99472939495131,2.5,False
50.10041666666892,14.355416666622492,tropical,rocky,51.899309833231975,1.8027756377319946,False
50.10041666666892,14.356249999955827,tropical,rocky,56.59889336337371,2.23606797749979,False
50.10041666666892,14.35708333328916,tropical,rocky,55.140433352314155,3.1622776601683795,False
50.10041666666892,14.357916666622492,tropical,rocky,6.405885814742805,1.118033988749895,False
50.10041666666892,14.358749999955826,tropical,rocky,87.29672506245645,1.118033988749895,False
50.10041666666892,14.359583333289159,tropical,rocky,69.9605934013848,1.5,False
50.10041666666892,14.360416666622491,tropical,rocky,78.07657029970294,1.8027756377319946,False
50.10041666666892,14.361249999955824,tropical,rocky,52.192419983583115,3.905124837953327,False
50.10041666666892,14.362083333289158,tropical,rocky,43.18691555618435,4.031128874149275,False
50.10041666666892,14.36291666662249,tropical,rocky,74.03859295218442,2.23606797749979,False
50.10041666666892,14.363749999955823,tropical,rocky,57.19817252177618,6.0,False
50.10041666666892,14.364583333289158,tropical,rocky,22.948107071524564,10.012492197250394,False
50.10041666666892,14.36541666662249,tropical,rocky,42.45234116783903,9.12414379544733,False
50.10041666666892,14.366249999955823,tropical,rocky,31.80600804982642,9.486832980505138,False
50.10041666666892,14.367083333289157,tropical,rocky,7.731758392740478,10.198039027185569,False
50.10041666666892,14.36791666662249,tropical,rocky,75.67868926540208,13.152946437965905,False
50.10041666666892,14.368749999955822,tropical,rocky,29.70293006996739,14.560219778561036,False
50.10041666666892,14.369583333289157,tropical,rocky,12.060890552164,12.649110640673518,False
50.10041666666892,14.37041666662249,tropical,rocky,21.365296840319267,10.44030650891055,False
50.10041666666892,14.371249999955822,tropical,rocky,57.87357526601918,10.965856099730654,False
50.10041666666892,14.372083333289156,tropical,rocky,7.4720047211469005,8.902246907382429,False
50.10041666666892,14.372916666622489,tropical,rocky,84.00938366225732,6.708203932499369,False
50.10041666666892,14.373749999955821,tropical,rocky,57.63357518156605,9.433981132056603,False
50.10041666666892,14.374583333289156,tropical,rocky,2.187292412877803,8.54400374531753,False
50.10041666666892,14.375416666622488,tropical,rocky,52.15124034615032,3.640054944640259,False
50.10041666666892,14.37624999995582,tropical,rocky,47.89389578278181,1.0,False
50.10041666666892,14.377083333289155,tropical,rocky,21.95256523409073,3.3541019662496847,False
50.10041666666892,14.377916666622488,tropical,rocky,91.83279545970622,3.1622776601683795,False
50.10041666666892,14.37874999995582,tropical,rocky,27.53983986039326,2.692582403567252,False
50.10041666666892,14.379583333289155,tropical,rocky,4.4535176325401,2.23606797749979,False
50.10041666666892,14.380416666622487,tropical,rocky,41.66136918499984,2.0,False
50.10041666666892,14.38124999995582,tropical,rocky,46.853393525400925,3.2015621187164243,False
50.10041666666892,14.382083333289152,tropical,rocky,68.33622036354076,6.082762530298219,False
50.10041666666892,14.382916666622487,tropical,rocky,88.17349950626162,8.0156097709407,False
50.10041666666892,14.38374999995582,tropical,rocky,20.66440973324615,10.04987562112089,False
50.10041666666892,14.384583333289152,tropical,rocky,19.876238604399646,11.045361017187261,False
50.10041666666892,14.385416666622486,tropical,rocky,25.47650351806418,7.0178344238090995,False
50.10041666666892,14.386249999955819,tropical,rocky,69.9942492266545,3.0,False
50.10041666666892,14.387083333289151,tropical,rocky,33.25402339716484,3.1622776601683795,False
50.10041666666892,14.387916666622486,tropical,rocky,17.021374995256437,4.242640687119285,False
50.10041666666892,14.388749999955818,tropical,rocky,71.45021539584077,8.0,False
50.10041666666892,14.389583333289151,tropical,rocky,72.65250940407314,8.0,False
50.10041666666892,14.390416666622485,tropical,rocky,67.15901525632569,3.605551275463989,False
50.10041666666892,14.391249999955818,tropical,rocky,90.24814773193245,4.716990566028302,False
